op_id,device_id,patient_id,operation,algo,payload_bytes,duration_ms,result
W078_2048,W078,P078,encrypt,AES-GCM-128,2048,0.032,ok
W078_4096,W078,P078,encrypt,AES-GCM-128,4096,0.037,ok
W079_256,W079,P079,encrypt,AES-GCM-128,256,0.027,ok
W079_512,W079,P079,encrypt,AES-GCM-128,512,0.028,ok
W079_1024,W079,P079,encrypt,AES-GCM-128,1024,0.029,ok
W079_2048,W079,P079,encrypt,AES-GCM-128,2048,0.032,ok
W079_4096,W079,P079,encrypt,AES-GCM-128,4096,0.037,ok
W080_256,W080,P080,encrypt,AES-GCM-128,256,0.027,ok
W080_512,W080,P080,encrypt,AES-GCM-128,512,0.028,ok
W080_1024,W080,P080,encrypt,AES-GCM-128,1024,0.03,ok
W080_2048,W080,P080,encrypt,AES-GCM-128,2048,0.033,ok
W080_4096,W080,P080,encrypt,AES-GCM-128,4096,0.037,ok
W081_256,W081,P081,encrypt,AES-GCM-128,256,0.028,ok
W081_512,W081,P081,encrypt,AES-GCM-128,512,0.05,ok
W081_1024,W081,P081,encrypt,AES-GCM-128,1024,0.03,ok
W081_2048,W081,P081,encrypt,AES-GCM-128,2048,0.032,ok
W081_4096,W081,P081,encrypt,AES-GCM-128,4096,0.037,ok
W082_256,W082,P082,encrypt,AES-GCM-128,256,0.027,ok
W082_512,W082,P082,encrypt,AES-GCM-128,512,0.028,ok
W082_1024,W082,P082,encrypt,AES-GCM-128,1024,0.029,ok
W082_2048,W082,P082,encrypt,AES-GCM-128,2048,0.032,ok
W082_4096,W082,P082,encrypt,AES-GCM-128,4096,0.037,ok
W083_256,W083,P083,encrypt,AES-GCM-128,256,0.027,ok
W083_512,W083,P083,encrypt,AES-GCM-128,512,0.028,ok
W083_1024,W083,P083,encrypt,AES-GCM-128,1024,0.03,ok
W083_2048,W083,P083,encrypt,AES-GCM-128,2048,0.032,ok
W083_4096,W083,P083,encrypt,AES-GCM-128,4096,0.037,ok
W084_256,W084,P084,encrypt,AES-GCM-128,256,0.027,ok
W084_512,W084,P084,encrypt,AES-GCM-128,512,0.028,ok
W084_1024,W084,P084,encrypt,AES-GCM-128,1024,0.029,ok
W084_2048,W084,P084,encrypt,AES-GCM-128,2048,0.032,ok
W084_4096,W084,P084,encrypt,AES-GCM-128,4096,0.041,ok
W085_256,W085,P085,encrypt,AES-GCM-128,256,0.026,ok
W085_512,W085,P085,encrypt,AES-GCM-128,512,0.045,ok
W085_1024,W085,P085,encrypt,AES-GCM-128,1024,0.03,ok
W085_2048,W085,P085,encrypt,AES-GCM-128,2048,0.032,ok
W085_4096,W085,P085,encrypt,AES-GCM-128,4096,0.037,ok
W086_256,W086,P086,encrypt,AES-GCM-128,256,0.026,ok
W086_512,W086,P086,encrypt,AES-GCM-128,512,0.028,ok
W086_1024,W086,P086,encrypt,AES-GCM-128,1024,0.029,ok
W086_2048,W086,P086,encrypt,AES-GCM-128,2048,0.032,ok
W086_4096,W086,P086,encrypt,AES-GCM-128,4096,0.038,ok
W087_256,W087,P087,encrypt,AES-GCM-128,256,0.027,ok
W087_512,W087,P087,encrypt,AES-GCM-128,512,0.028,ok
W087_1024,W087,P087,encrypt,AES-GCM-128,1024,0.029,ok
W087_2048,W087,P087,encrypt,AES-GCM-128,2048,0.031,ok
W087_4096,W087,P087,encrypt,AES-GCM-128,4096,0.037,ok
W088_256,W088,P088,encrypt,AES-GCM-128,256,0.026,ok
W088_512,W088,P088,encrypt,AES-GCM-128,512,0.027,ok
W088_1024,W088,P088,encrypt,AES-GCM-128,1024,0.03,ok
W088_2048,W088,P088,encrypt,AES-GCM-128,2048,0.032,ok
W088_4096,W088,P088,encrypt,AES-GCM-128,4096,0.037,ok
W089_256,W089,P089,encrypt,AES-GCM-128,256,0.026,ok
W089_512,W089,P089,encrypt,AES-GCM-128,512,0.028,ok
W089_1024,W089,P089,encrypt,AES-GCM-128,1024,0.029,ok
W089_2048,W089,P089,encrypt,AES-GCM-128,2048,0.032,ok
W089_4096,W089,P089,encrypt,AES-GCM-128,4096,0.037,ok
W090_256,W090,P090,encrypt,AES-GCM-128,256,0.036,ok
W090_512,W090,P090,encrypt,AES-GCM-128,512,0.028,ok
W090_1024,W090,P090,encrypt,AES-GCM-128,1024,0.029,ok
W090_2048,W090,P090,encrypt,AES-GCM-128,2048,0.031,ok
W090_4096,W090,P090,encrypt,AES-GCM-128,4096,0.037,ok
W091_256,W091,P091,encrypt,AES-GCM-128,256,0.026,ok
W091_512,W091,P091,encrypt,AES-GCM-128,512,0.028,ok
W091_1024,W091,P091,encrypt,AES-GCM-128,1024,0.03,ok
W091_2048,W091,P091,encrypt,AES-GCM-128,2048,0.032,ok
W091_4096,W091,P091,encrypt,AES-GCM-128,4096,0.039,ok
W092_256,W092,P092,encrypt,AES-GCM-128,256,0.039,ok
W092_512,W092,P092,encrypt,AES-GCM-128,512,0.028,ok
W092_1024,W092,P092,encrypt,AES-GCM-128,1024,0.03,ok
W092_2048,W092,P092,encrypt,AES-GCM-128,2048,0.032,ok
W092_4096,W092,P092,encrypt,AES-GCM-128,4096,0.038,ok
W093_256,W093,P093,encrypt,AES-GCM-128,256,0.027,ok
W093_512,W093,P093,encrypt,AES-GCM-128,512,0.028,ok
W093_1024,W093,P093,encrypt,AES-GCM-128,1024,0.031,ok
W093_2048,W093,P093,encrypt,AES-GCM-128,2048,0.032,ok
W093_4096,W093,P093,encrypt,AES-GCM-128,4096,0.038,ok
W094_256,W094,P094,encrypt,AES-GCM-128,256,0.043,ok
W094_512,W094,P094,encrypt,AES-GCM-128,512,0.029,ok
W094_1024,W094,P094,encrypt,AES-GCM-128,1024,0.029,ok
W094_2048,W094,P094,encrypt,AES-GCM-128,2048,0.032,ok
W094_4096,W094,P094,encrypt,AES-GCM-128,4096,0.037,ok
W095_256,W095,P095,encrypt,AES-GCM-128,256,0.026,ok
W095_512,W095,P095,encrypt,AES-GCM-128,512,0.028,ok
W095_1024,W095,P095,encrypt,AES-GCM-128,1024,0.03,ok
W095_2048,W095,P095,encrypt,AES-GCM-128,2048,0.032,ok
W095_4096,W095,P095,encrypt,AES-GCM-128,4096,0.038,ok
W096_256,W096,P096,encrypt,AES-GCM-128,256,0.026,ok
W096_512,W096,P096,encrypt,AES-GCM-128,512,0.028,ok
W096_1024,W096,P096,encrypt,AES-GCM-128,1024,0.029,ok
W096_2048,W096,P096,encrypt,AES-GCM-128,2048,0.032,ok
W096_4096,W096,P096,encrypt,AES-GCM-128,4096,0.037,ok
W097_256,W097,P097,encrypt,AES-GCM-128,256,0.026,ok
W097_512,W097,P097,encrypt,AES-GCM-128,512,0.028,ok
W097_1024,W097,P097,encrypt,AES-GCM-128,1024,0.045,ok
W097_2048,W097,P097,encrypt,AES-GCM-128,2048,0.032,ok
W097_4096,W097,P097,encrypt,AES-GCM-128,4096,0.037,ok
W098_256,W098,P098,encrypt,AES-GCM-128,256,0.027,ok
W098_512,W098,P098,encrypt,AES-GCM-128,512,0.028,ok
W098_1024,W098,P098,encrypt,AES-GCM-128,1024,0.028,ok
W098_2048,W098,P098,encrypt,AES-GCM-128,2048,0.031,ok
W098_4096,W098,P098,encrypt,AES-GCM-128,4096,0.037,ok
W099_256,W099,P099,encrypt,AES-GCM-128,256,0.027,ok
W099_512,W099,P099,encrypt,AES-GCM-128,512,0.027,ok
W099_1024,W099,P099,encrypt,AES-GCM-128,1024,0.029,ok
W099_2048,W099,P099,encrypt,AES-GCM-128,2048,0.051,ok
W099_4096,W099,P099,encrypt,AES-GCM-128,4096,0.038,ok
G00_256,G00,P070,encrypt,AES-GCM-128,256,0.021,ok
G00_512,G00,P070,encrypt,AES-GCM-128,512,0.023,ok
G00_1024,G00,P070,encrypt,AES-GCM-128,1024,0.024,ok
G00_2048,G00,P070,encrypt,AES-GCM-128,2048,0.025,ok
G00_4096,G00,P070,encrypt,AES-GCM-128,4096,0.029,ok
G01_256,G01,P027,encrypt,AES-GCM-128,256,0.021,ok
G01_512,G01,P027,encrypt,AES-GCM-128,512,0.023,ok
G01_1024,G01,P027,encrypt,AES-GCM-128,1024,0.025,ok
G01_2048,G01,P027,encrypt,AES-GCM-128,2048,0.025,ok
G01_4096,G01,P027,encrypt,AES-GCM-128,4096,0.03,ok
G02_256,G02,P077,encrypt,AES-GCM-128,256,0.02,ok
G02_512,G02,P077,encrypt,AES-GCM-128,512,0.022,ok
G02_1024,G02,P077,encrypt,AES-GCM-128,1024,0.023,ok
G02_2048,G02,P077,encrypt,AES-GCM-128,2048,0.028,ok
G02_4096,G02,P077,encrypt,AES-GCM-128,4096,0.029,ok
G03_256,G03,P094,encrypt,AES-GCM-128,256,0.02,ok
G03_512,G03,P094,encrypt,AES-GCM-128,512,0.022,ok
G03_1024,G03,P094,encrypt,AES-GCM-128,1024,0.023,ok
G03_2048,G03,P094,encrypt,AES-GCM-128,2048,0.025,ok
G03_4096,G03,P094,encrypt,AES-GCM-128,4096,0.029,ok
G04_256,G04,P051,encrypt,AES-GCM-128,256,0.02,ok
G04_512,G04,P051,encrypt,AES-GCM-128,512,0.022,ok
G04_1024,G04,P051,encrypt,AES-GCM-128,1024,0.023,ok
G04_2048,G04,P051,encrypt,AES-GCM-128,2048,0.024,ok
G04_4096,G04,P051,encrypt,AES-GCM-128,4096,0.029,ok
G05_256,G05,P082,encrypt,AES-GCM-128,256,0.02,ok
G05_512,G05,P082,encrypt,AES-GCM-128,512,0.021,ok
G05_1024,G05,P082,encrypt,AES-GCM-128,1024,0.023,ok
G05_2048,G05,P082,encrypt,AES-GCM-128,2048,0.025,ok
G05_4096,G05,P082,encrypt,AES-GCM-128,4096,0.029,ok
G06_256,G06,P015,encrypt,AES-GCM-128,256,0.02,ok
G06_512,G06,P015,encrypt,AES-GCM-128,512,0.021,ok
G06_1024,G06,P015,encrypt,AES-GCM-128,1024,0.023,ok
G06_2048,G06,P015,encrypt,AES-GCM-128,2048,0.025,ok
G06_4096,G06,P015,encrypt,AES-GCM-128,4096,0.029,ok
G07_256,G07,P068,encrypt,AES-GCM-128,256,0.021,ok
G07_512,G07,P068,encrypt,AES-GCM-128,512,0.022,ok
G07_1024,G07,P068,encrypt,AES-GCM-128,1024,0.023,ok
G07_2048,G07,P068,encrypt,AES-GCM-128,2048,0.037,ok
G07_4096,G07,P068,encrypt,AES-GCM-128,4096,0.038,ok
G08_256,G08,P098,encrypt,AES-GCM-128,256,0.02,ok
G08_512,G08,P098,encrypt,AES-GCM-128,512,0.023,ok
G08_1024,G08,P098,encrypt,AES-GCM-128,1024,0.023,ok
G08_2048,G08,P098,encrypt,AES-GCM-128,2048,0.025,ok
G08_4096,G08,P098,encrypt,AES-GCM-128,4096,0.029,ok
G09_256,G09,P011,encrypt,AES-GCM-128,256,0.02,ok
G09_512,G09,P011,encrypt,AES-GCM-128,512,0.021,ok
G09_1024,G09,P011,encrypt,AES-GCM-128,1024,0.023,ok
G09_2048,G09,P011,encrypt,AES-GCM-128,2048,0.025,ok
G09_4096,G09,P011,encrypt,AES-GCM-128,4096,0.029,ok
C00_256,C00,N/A,encrypt,AES-GCM-128,256,0.015,ok
C00_512,C00,N/A,encrypt,AES-GCM-128,512,0.016,ok
C00_1024,C00,N/A,encrypt,AES-GCM-128,1024,0.017,ok
C00_2048,C00,N/A,encrypt,AES-GCM-128,2048,0.018,ok
C00_4096,C00,N/A,encrypt,AES-GCM-128,4096,0.021,ok
C01_256,C01,N/A,encrypt,AES-GCM-128,256,0.015,ok
C01_512,C01,N/A,encrypt,AES-GCM-128,512,0.016,ok
C01_1024,C01,N/A,encrypt,AES-GCM-128,1024,0.016,ok
C01_2048,C01,N/A,encrypt,AES-GCM-128,2048,0.018,ok
C01_4096,C01,N/A,encrypt,AES-GCM-128,4096,0.034,ok
C02_256,C02,N/A,encrypt,AES-GCM-128,256,0.015,ok
C02_512,C02,N/A,encrypt,AES-GCM-128,512,0.022,ok
C02_1024,C02,N/A,encrypt,AES-GCM-128,1024,0.017,ok
C02_2048,C02,N/A,encrypt,AES-GCM-128,2048,0.018,ok
C02_4096,C02,N/A,encrypt,AES-GCM-128,4096,0.033,ok
